job_id,titles,teasers,companies,locations,categorys,subCategories,job_types,salaries,dateposted,datedisplay,url
75179423,Data Analyst (Entry level),"Be able to spot patterns and trends in our data, generate insights and hypotheses, and propose solutions to address business or product problems.
B...",Carousell Pte Ltd,Central Region,Information & Communication Technology,Business/Systems Analysts,Full time,,2024-04-16 22:39:00,7d ago,https://www.jobstreet.com.sg/job/75179423
75322297,Risk Data Analyst - SeaMoney Credit,-,SHOPEE SINGAPORE PRIVATE LIMITED,Central Region,Information & Communication Technology,Business/Systems Analysts,Full time,,2024-04-22 08:38:35,2d ago,https://www.jobstreet.com.sg/job/75322297
75217535,Data Manager,Our client seeks a visionary Data Manager to lead the charge in their digital transformation.,Robert Half International Pte Ltd,Central Region,Information & Communication Technology,Business/Systems Analysts,Full time,Competitive,2024-04-18 02:11:59,6d ago,https://www.jobstreet.com.sg/job/75217535
75328142,Business Analyst (ETL/ Data Mapping),We are urgently hiring for a Business Analyst for one of our reputed banking client based in Singapore,JonDavidson Pte Ltd,Central Region,Information & Communication Technology,Database Development & Administration,Full time,,2024-04-22 12:39:08,2d ago,https://www.jobstreet.com.sg/job/75328142
75245372,"Data Analyst - Business Intelligence, Regional Operations",--,SHOPEE SINGAPORE PRIVATE LIMITED,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-04-19 01:24:10,5d ago,https://www.jobstreet.com.sg/job/75245372
75331777,BI Analyst,"What you will do:
Data Analysis and Reporting:
Collect, analyze, and interpret business data to provide actionable insights.
Generate regular repor...",Genie Financial Services Pte Ltd,Central Region,Information & Communication Technology,Business/Systems Analysts,Full time,,2024-04-22 14:12:00,1d ago,https://www.jobstreet.com.sg/job/75331777
75073941,"Director, Data and Analytics","The Director, Data and Analytics (Data Engineering) will be embedded within our Mindshare agency team and leverage their experience to drive develo...",GroupM Singapore Pte Ltd,Central Region,Information & Communication Technology,Management,Full time,,2024-04-11 14:42:00,12d ago,https://www.jobstreet.com.sg/job/75073941
75332533,"Global Marketing Analytics, Assistant Manager","As a Marketing Analytics Assistant Manager, you will possess strong analytical skills, a deep understanding of marketing principles, and the abilit...",Castlery,Central Region,Marketing & Communications,Market Research & Analysis,Full time,,2024-04-22 14:18:00,1d ago,https://www.jobstreet.com.sg/job/75332533
75327985,STAFF DATA SCIENCE ENGINEER,"As a Data Science Engineer at Micron, you will employ techniques and theories drawn from areas of mathematics, statistics, semiconductor physics, m...",MICRON SEMICONDUCTOR ASIA OPERATIONS PTE LTD,Central Region,Engineering,Electrical/Electronic Engineering,Full time,,2024-04-22 08:55:00,2d ago,https://www.jobstreet.com.sg/job/75327985
75252810,"Senior Data Analyst, Regional BI & Planning",--,SHOPEE SINGAPORE PRIVATE LIMITED,Central Region,Information & Communication Technology,Business/Systems Analysts,Full time,,2024-04-19 02:54:34,5d ago,https://www.jobstreet.com.sg/job/75252810
75120933,Data Analyst (Petrochemical | Oil & Gas | Data Models| SQL | Cloud Data) - West,"Collaborate with the cross functional teams to comprehend department, individual data requirements, use-case specific.",Talent Trader Group Pte Ltd,Central Region,Information & Communication Technology,Database Development & Administration,Full time,,2024-04-15 02:00:20,9d ago,https://www.jobstreet.com.sg/job/75120933
75071965,"Intern - Technology Consulting, Data & Analytics (Off cycle Aug - Dec 2024)",Data Analytics is integrated into all Consulting service offerings and assists clients to leverage data as an asset throughout its business process...,Ernst & Young Solutions LLP,Central Region,Information & Communication Technology,Business/Systems Analysts,Full time,,2024-04-11 12:57:00,12d ago,https://www.jobstreet.com.sg/job/75071965
75238067,Data scientist,"Whizmeal is seeking a talented freelance Data Scientist to join our team and support our efforts in analyzing data for clients within the F&B, hosp...",WHIZMEAL PTE. LTD.,Central Region,Accounting,Bookkeeping & Small Practice Accounting,Full time,,2024-04-18 12:46:00,6d ago,https://www.jobstreet.com.sg/job/75238067
75108644,"Data Analyst (Tableau, R, Python, SQL, Power BI, Advance Excel)","This is a new role and exciting opportunity to support business decision-making, strategic development and operational requirements.",Alliance Healthcare Group Limited,West Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-04-13 15:42:15,10d ago,https://www.jobstreet.com.sg/job/75108644
75351418,"Vice President, Business Banking Analytics (Credit Risk Modeling)",-,United Overseas Bank Limited (UOB),Central Region,Banking & Financial Services,Compliance & Risk,Full time,,2024-04-23 07:29:12,1d ago,https://www.jobstreet.com.sg/job/75351418
75185813,Data Analyst - MariBank,...,SHOPEE SINGAPORE PRIVATE LIMITED,Singapore,Information & Communication Technology,Management,Full time,,2024-04-17 03:03:10,7d ago,https://www.jobstreet.com.sg/job/75185813
75367452,Senior Data Scientist - Marketplace (Singapore),"If you re a data scientist at heart, this role is for you! because you ll be mining insights from the sea of data, building data products, and desi...",Go-Jek Singapore Pte Ltd,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-04-23 20:42:00,16h ago,https://www.jobstreet.com.sg/job/75367452
75238580,Data Scientist (Contract),"We seek a data scientist with a profound interest in both theoretical and applied machine learning, thriving in a dynamic work environment. The ide...",TOOKITAKI HOLDING PTE. LTD.,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp,,2024-04-18 14:49:00,5d ago,https://www.jobstreet.com.sg/job/75238580
74988535,"Data Analyst, Assistant Manager",Good salary package with career advancement opportunities,MCI Career Services Pte Ltd,East Region,"Manufacturing, Transport & Logistics",Analysis & Reporting,Full time,"$4,800 – $7,200 per month",2024-04-15 09:44:23,9d ago,https://www.jobstreet.com.sg/job/74988535
75331666,Backend Engineer - Global E-Commerce (Commercial Platform - Data Intelligence),The Data Intelligence team is responsible for development of data analytics & data-empowered platform capabilities across Global E-Commerce. Our mi...,TIKTOK PTE. LTD.,Central Region,Information & Communication Technology,Engineering - Software,Full time,,2024-04-22 14:16:00,1d ago,https://www.jobstreet.com.sg/job/75331666
