,Job_ID,url,Job_txt,company,job-title,level,location,posted-time-ago,nb_candidats,scraping_date,posted_date
0,3908495847,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3908495847,,,,,,,,2024-04-26,
1,3901997053,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3901997053,"Data Architect Analyst (6 months internship) Mizuho Singapore, Singapore 6 days ago 91 applicants See who Mizuho has hired for this role Apply Join or sign in to find your next job Join to apply for the Data Architect Analyst (6 months internship) role at Mizuho Not you? Remove photo First name Last name Email Password (6+ characters) ,  ,  .   Already on LinkedIn? . .  Sign in to save Data Architect Analyst (6 months internship) at Mizuho . Email or phone Password Show Forgot password? Sign in Report this job As a Data Architect Intern, you will play a crucial role in shaping our data infrastructure and strategy. You will work closely with our data engineering and analytics teams to design, implement, and optimize data models and architectures that support our business objectives Work with Business Analytics team for Transaction Banking in the Asia Pacific region in line with business strategies and KPI. Collaborate with cross-functional teams to understand data requirements and translate them into technical specifications. Assist in designing and implementing data architectures, including databases, data warehouses, and data pipes. Create and analyze various data necessary for monthly regular reports such as Profit, Exposure etc. Modify and develop Dashboards to analyze data by combining various data sources to provide in-depth and effective understanding of Transaction Banking progress and trends. Develop and maintain data models, data dictionaries, and metadata repositories. Conduct data profiling and quality assessments to identify data anomalies and inconsistencies. Support the implementation of data governance and security policies. Automate process and workflows for monthly report creation Enhance GTMP dashboard contents in collaboration with DBM team, Planning team and Tokyo team. Ensuring discovery, consolidation, and distribution of data from internal and external sources for meaningful business insights to pursue Assist in the integration of data from various sources and systems. Participate in the evaluation and selection of data technologies and tools. Contribute to the development of data pipelines and ETL processes. Assist in the creation of data reports and dashboards for business stakeholders. Timely preparation and delivery of relevant reports, visualization & dashboards by country, product, sub-product etc. Continuous effort on review of existing reports/data for management and for country teams in automating them to increase efficiency & productivity. Stay current with industry trends and advancements in data architecture and technologies. Requirements - Currently pursuing a degree in Computer Science, Computer Engineering, Information Systems, Data Science, or a related field. Good understanding of data modeling, database design, and data warehousing principles. Familiarity with SQL and experience with at least one database management system (e.g., MySQL, PostgreSQL, SQL Server). Knowledge of data integration and ETL tools (Tableau Prep Builder) is a plus. Strong analytical and problem-solving skills. Excellent communication and collaboration abilities. Eagerness to learn and adapt in a fast-paced environment. Show more Show less Seniority level Mid-Senior level Employment type Internship Job function Engineering and Information Technology Industries Financial Services Referrals increase your chances of interviewing at Mizuho by 2x See who you know",Mizuho,Data Architect Analyst (6 months internship),Mid-Senior level,"Singapore, Singapore",6 days ago,91.0,2024-04-26,2024-04-20
2,3879335194,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3879335194,,,,,,,,2024-04-26,
3,3902319062,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3902319062,"Ecommerce Data Analyst Intern Cheil Singapore RHQ Singapore, Singapore 6 days ago Over 200 applicants See who Cheil Singapore RHQ has hired for this role Apply Save Save job Save this job with your existing LinkedIn profile, or create a new one. .  Sign in to save Ecommerce Data Analyst Intern at Cheil Singapore RHQ . Email or phone Password Show Forgot password? Sign in Report this job At Cheil, we are passionate about ideas that move . We believe that the right idea will move seamlessly across channels: from online to offline, above the line to below the line, in-store to out-of-home. It will move brands, move products and most importantly, move people. The right idea will move everything forward. Established in 1973 with headquarters in Seoul, South Korea, Cheil Worldwide is one of the world’s leading integrated marketing communications networks, with more than 6,800 employees globally in more than 54 offices in 46 countries. For more information, visit us at: www.cheil.com . Ecommerce Data Analyst Full-Time Intern The e-Commerce Data Analyst intern is highly passionate about data analytics. Loves to work with big data from various categories and is motivated to learn about digital data. He/She is a great communicator and loves being a team-player. Responsibilities: Assisting The Data Analyst in Managing large volume of raw data by filtering, sorting, processing and ananalyzing Prepare and present compiled data into reporting format in accordance to client specification. Data discipline and ensuring accuracy. Manage campaigns performance and weekly competitor’s analysis reports. Requirements Proficient in Excel (Vlookup, Pivots etc). Self-motivated, persistent, hardworking, team player and a committed individual. Effective communication (verbal and written); Good command of the English language. Passionate towards e-commerce data analytics and willingness to learn. Working more than 3 months (Long-term) can be a plus. Show more Show less Seniority level Internship Employment type Internship Job function Analyst Industries Advertising Services Referrals increase your chances of interviewing at Cheil Singapore RHQ by 2x See who you know",Cheil Singapore RHQ,Ecommerce Data Analyst Intern,Internship,"Singapore, Singapore",6 days ago,,2024-04-26,2024-04-20
4,3893232094,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3893232094,"Data Analyst Intern ADDX Singapore 1 day ago 190 applicants See who ADDX has hired for this role Apply Join or sign in to find your next job Join to apply for the Data Analyst Intern role at ADDX Not you? Remove photo First name Last name Email Password (6+ characters) ,  ,  .   Already on LinkedIn? . .  Sign in to save Data Analyst Intern at ADDX . Email or phone Password Show Forgot password? Sign in Report this job Who are we? We are ADDX, the entry point into private markets, and we aim to democratize private market investments. As a team, we strive to build a future where everybody can access financial ecosystems easily, fairly, and safely. Our team’s belief is real economies benefit when capital flows freely and efficiently, especially in the private market space. Why join us? We have built the world’s first fully regulated platform for digital securities, licensed by the Monetary Authority of Singapore (MAS). ADDX is a global private market exchange headquartered in Singapore. To date, ADDX has listed more than 60 deals on its platform and worked with blue-chip names such as Hamilton Lane, Partners Group, Investcorp, Singtel, UOB, CGS-CIMB, as well as Temasek-owned entities Mapletree, Azalea, SeaTown and Fullerton Fund Management. The full-service capital market platform has raised a total of US$140 million in funding since its inception in 2017. We are backed by companies such as Singapore Exchange (SGX), the Stock Exchange of Thailand (SET), Temasek subsidiary Heliconia Capital, Japan Investments Corporation, the Development Bank of Japan (DBJ), UOB, KB Securities, Tokai Tokyo Financial Holdings and Hamilton Lane. We are growing, and we are looking for talented individuals to join our team and take us forward as the leader of the private market. If you believe in a future of fair financial markets, just like we do, we’ve been waiting for you at ADDX. Responsibilities Be part of requirements gathering from source team, business users, product managers, and downstream applications. Work with subject matter experts and users to understand the business processes, questions, challenges, and various source system data. Perform exploratory data analysis, data profiling, data mapping and data validation to ensure data integrity, accuracy, and consistency, identify the root cause of data inconsistencies and process defects, and implement timely corrective actions. Analyse data to develop data marts and identify data patterns and trends. Automate data collection and aggregation processes. Extract the data from established sources (source application, data warehouse, cloud services, Excel, etc), create, and maintain visualization dashboards/reports using business intelligence tools. Recommend, organize, and manage reporting environment to enable reusability, grouping of reports by function/role and publishing. Address reports' performance issues. Use of data storytelling do walkthroughs on the reports' contents and data insights to users. Collaborate with cross functional team members (data engineers, product managers, operation teams, etc) to provide statistics and data findings that can help to drive business insights. Provide necessary inputs in the effort estimation, stake holder engagement, and process optimizations. Document the details of processes and deliverables for the team's reference. Requirements First year graduate or third year undergraduate majoring in Computer Science, Information Systems or Analytics related fields. Strong in SQL, familiar with python programming skills, and comfortable in handling large volumes of data. Open to collaboration with different business and technical stakeholders and cross functional teams. Basic understanding of cloud services (preferably AWS), AI/Machine Learning processes and agile methodology. Strong sense of ownership and accountability, with good attention to detail. Good in verbal and written communication skills. Self-motivated, willing to learn and adapt quickly to deliver the outcomes. Passionate about data and strong analytical thinking, problem solving skills. Prior internship experience as a data analyst involved in building data marts, visualizations, advanced data analytics (Data Science/Machine Learning) is an added advantage. Preferably someone who can commit full-time for minimum 6 months or more. Due to our limited capacity, we regret that only shortlisted candidates will be notified. Show more Show less Seniority level Internship Employment type Internship Job function Information Technology Industries Financial Services Referrals increase your chances of interviewing at ADDX by 2x See who you know",ADDX,Data Analyst Intern,Internship,Singapore,1 day ago,190.0,2024-04-26,2024-04-25
5,3839599630,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3839599630,,,,,,,,2024-04-26,
6,3883654981,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3883654981,"Data Analyst Intern Thales Singapore, Singapore 2 weeks ago Over 200 applicants See who Thales has hired for this role Apply Join or sign in to find your next job Join to apply for the Data Analyst Intern role at Thales Not you? Remove photo First name Last name Email Password (6+ characters) ,  ,  .   Already on LinkedIn? . .  Sign in to save Data Analyst Intern at Thales . Email or phone Password Show Forgot password? Sign in Report this job Location: Singapore, Singapore Thales people architect solutions that enable two-thirds of planes to take off and land safely. We create in-flight entertainment systems that engross 50 million fliers every year and we develop the avionics that control the world’s largest commercial aircrafts. Our simulators train the next generation of pilots for fighter jets, transporters and search and rescue helicopters. And, together, each and every member of our aerospace team makes a difference. Thales established its presence in Singapore in 1973 to support the expansion of aerospace-related activities in the Asia-Pacific region. Throughout the last four decades, the company grew from strength to strength and is today involved in the primary businesses of Aerospace (including Air Traffic Management), Defence & Security, Ground Transportation and Digital Identity & Security. Thales today employs over 2,100 people in Singapore across all its business areas. Responsibilities: Assist Industrial Maintenance team to develop an automation solution to improve workflow Able to undertake any assigned improvement projects or tasks of similar or lesser nature Gain working experience in a real work environment. Requirements: Students from Computer Science, Computer Engineering, Information Technology, Information Systems or any related discipline. Knowledge and understanding of Excel VBA Collaborate with RPA developer team to create automate tasks for routine team Be able to communicate effectively and have good written communication skills. Flexible and ability to adapt to quick changing environment Develop work discipline and a positive work attitude. Observe all the Company Regulations of Thales Solution Asia Pte Ltd. Good to have: Knowledge and experience in RPA software (e.g.: Power Automate) Knowledge and experience in business intelligence software (e.g.: Power BI) At Thales we provide CAREERS and not only jobs. With Thales employing 80,000 employees in 68 countries our mobility policy enables thousands of employees each year to develop their careers at home and abroad, in their existing areas of expertise or by branching out into new fields. Together we believe that embracing flexibility is a smarter way of working. Great journeys start here, apply now! Show more Show less Seniority level Not Applicable Employment type Full-time Job function Information Technology Industries Aviation and Aerospace Component Manufacturing and Defense and Space Manufacturing Referrals increase your chances of interviewing at Thales by 2x See who you know",Thales,Data Analyst Intern,Not Applicable,"Singapore, Singapore",2 weeks ago,,2024-04-26,2024-04-12
7,3857487748,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3857487748,"Data Analyst Intern Razer Inc. Singapore 1 month ago Over 200 applicants See who Razer Inc. has hired for this role Apply Join or sign in to find your next job Join to apply for the Data Analyst Intern role at Razer Inc. Not you? Remove photo First name Last name Email Password (6+ characters) ,  ,  .   Already on LinkedIn? . .  Sign in to save Data Analyst Intern at Razer Inc. . Email or phone Password Show Forgot password? Sign in Report this job Joining Razer will place you on a global mission to revolutionize the way the world games. Razer is a place to do great work , offering you the opportunity to make an impact globally while working across a global team located across 5 continents. Razer is also a great place to work, providing you the unique, gamer-centric  experience that will put you in an accelerated growth, both personally and professionally. Job Responsibilities Looking to join a global mission to revolutionize the gaming world? Join Razer, where you'll work with a global team located across 5 continents and enjoy a unique, gamer-centric  experience. As part of Team Razer, your phenomenal performance will be well rewarded, and your professional development will be a priority. You'll be responsible for integrating e-commerce cloud platforms, automating manual tasks, and assisting in data migrations. We're seeking a highly analytical and detail-oriented intern to join our team as a Data Analyst Intern. Integration of ecommerce cloud platforms (Tealium, Salesforce Marketing Cloud, Google Analytics 4) Write complex and efficient queries and materialized views, thereby translating them into valuable visual insights through Quicksight/Tableau/PowerBI. Assist in data migrations from different silos into a consolidated cluster in Amazon Redshift Automate existing manual tasks by utilizing Power Automate, Alteryx, Superset, SAP Install database systems by developing flowcharts, applying optimum access techniques, coordinating installation actions and document actions. Learning Objective To be able to connect the e-commerce data, find where the data comes from and transform it into usable datasets that will enable business analysis to work on their analytics. Able to understand real world situations of how data are being handled in an enterprise environment and navigate through different systems to be able to identify and fix data pipelines. Pre-Requisites Bachelor’s degree required: Computer Science, Engineering, Statistics, Mathematics, or relevant field Knowledge of at least 1 of the following Programming Languages (Python, C++, SQL) Strong understanding of time-complexities Experience, knowledge & proficiency in reporting tools (e.g. Excel, Data Studio) and BI visualization software (e.g. Power BI, Tableau, etc) Ability to create and integrate APIs, understand data pipelining and performance optimization Fluent command of English (Spoken and written) Excellent interpersonal skills & strong team plater with ability to meet timelines Good To Have Experienced with python libraries such as numpy, pandas, sci-kit learn Hands on experience in leveraging database and data query technologies (e.g. PostgreSQL, Snowflake, Redshift, etc) Experience with Google Analytics 360/4 (Funneling/Segmentations/Tagging) Are you game? Show more Show less Seniority level Internship Employment type Full-time Job function Information Technology Industries Computers and Electronics Manufacturing Referrals increase your chances of interviewing at Razer Inc. by 2x See who you know",Razer Inc.,Data Analyst Intern,Internship,Singapore,1 month ago,,2024-04-26,2024-03-27
8,3838197569,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3838197569,"Data Analyst - Globalization - Fresh Grad HoYoverse Singapore 1 month ago Over 200 applicants See who HoYoverse has hired for this role Apply Join or sign in to find your next job Join to apply for the Data Analyst - Globalization - Fresh Grad role at HoYoverse Not you? Remove photo First name Last name Email Password (6+ characters) ,  ,  .   Already on LinkedIn? . .  Sign in to save Data Analyst - Globalization - Fresh Grad at HoYoverse . Email or phone Password Show Forgot password? Sign in Report this job Who Are We? At HoYoverse, we are committed to creating immersive virtual world experiences for players around the world. In addition to game products such as Genshin Impact, Honkai Impact 3rd, Tears of Themis, and Honkai: Star Rail, HoYoverse also launched the dynamic desktop software N0va Desktop, the community product HoYoLAB, and created a variety of products such as animations, comics, music, novels, and merchandise around our original creative concept. Adhering to our mission of Tech Otakus Save the World, we have always been committed to technology research and development, exploring cutting-edge technologies, and have accumulated leading technical capabilities in cartoon rendering, artificial intelligence, cloud gaming technology, and other fields. HoYoverse is actively engaged in globalization, with offices in Singapore, Montreal, Los Angeles, Tokyo, Seoul, and other areas. When you apply to a position with HoYoverse, we will process your personal data. To learn more about how we process your data, we encourage you to review our comprehensive Global Applicant and Candidate Privacy Policy. This policy provides detailed insights into how your information is collected, used, and protected throughout the application process. What You Will Do: Build and improve the operational data monitoring system for game projects, and promptly detect anomalies or risk points through daily monitoring of online data, track and locate issues, and follow up on solutions. Responsible for specialized data analysis of game projects, including but not limited to churn attribution, version effectiveness, activity effectiveness, user profile analysis, delivery analysis, brand effectiveness analysis, etc. Explore and analyze user behavior and game content performance through data mining, establish indicator systems, algorithm models, etc. for data estimation, and provide data support for the strategic planning of game products, operations, and marketing. Participate in and assist in the follow-up of operations and advertising-related data access, data automation tool, and platform construction. What You Will Need: Bachelor degree in data-related fields, with experience in the gaming industry or data analysis preferred. Sensitive to data, proficient in data collection, data analysis methods and tools, grasp the basic principles of data modeling and major algorithms (decision trees, clustering, association rules, regression analysis, etc.). Passionate about games, able to think from the perspective of users, able to independently carry out research projects and produce complete data reports. Possess good logical thinking and analytical skills, good teamwork and communication skills. We are an equal opportunity employer that believes diverse backgrounds are key to bringing our concepts to life. If you're looking to play a key role in creating the best immersive virtual world experience for our users, we invite you to join our team. Show more Show less Seniority level Entry level Employment type Full-time Job function Information Technology Industries Computer Games and Internet Publishing Referrals increase your chances of interviewing at HoYoverse by 2x See who you know",HoYoverse,Data Analyst - Globalization - Fresh Grad,Entry level,Singapore,1 month ago,,2024-04-26,2024-03-27
9,3891807381,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3891807381,,,,,,,,2024-04-26,
